Event Description,Objectives,Default Language,Competency IDs,Skills,Available Languages,Training Contact,Created/Modified By,Allow Users to Attend Multiple Sessions,Allow Interest Tracking,Keywords,Provide cost of Event,Currency Code,Copy Availability to New Sessions,Availability to All Users,Penalty Number of Days prior to start,Credits,Limit Users To One Waitlist Per Event,Display Session Time In User Time,Ability To Select Session,Training Units,Default Training Unit Price,Thumbnail,Exclude from Course Recommendations,Training Purpose,Points,Badge,Emails,Event ID*,Event Name*,Active,Vendor/Provider*,Secondary Vendor/Provider,Subject IDs*,Allow waitlist for sessions*,Allow Auto-Management of Waitlist‡,Auto-Register User upon Granting Waitlist‡,Training Hours,Availability to Specific Users,Availability to OU‡*,Availability OU Type,Register Upon Approval,Pre-Approved,Include Subordinates,Registration Deadline,Registration Deadline - Before/After,Minimum Users,Maximum Users,Preferred Instructors,No-show Penalty – Monetary,No-show Penalty – Training Units,Restrict Withdraw from Session,Refund Type,Refund Percentage‡,Refund Amount‡,Refund Number of Days prior to start‡,Withdrawal Penalty Percentage,Withdrawal Penalty Amount
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,11th Annual Steel Markets North America Conference (vendor),11th Annual Steel Markets North America Conference,0,ILT Content,,1124,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,2-Day APQP J PPAP 4th Edition Training (vendor),2-Day APQP J PPAP 4th Edition Training,0,ILT Content,,886,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,"2-Day FMEA, SPC, J MSA Training (vendor)","2-Day FMEA, SPC, J MSA Training",0,ILT Content,,1133,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,3D Vision Smart Cameras - COGNEX (vendor),3D Vision Smart Cameras - COGNEX,0,ILT Content,,1019,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,7 Habits (MAC),The 7 Habits of Highly Effective People,0,ILT Content,,1029,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Accounting_Inventory,Inventory Count & Audit,0,ILT Content,,1122,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Adaptive Leadership (MAC),Adaptive Leadership Workshop,0,ILT Content,,1127,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
This training covers any revisions to audit requirements since the previous update.,,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Audit_Internal Auditor Training (to Review Revisions),Internal Auditor Training (to Review Revisions),1,ILT Content,,907,TRUE,Time based,TRUE,3600.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Auditor Training (vendor),Transitioning to IATF 16949 Auditor Training 24-Hr Cert,1,ILT Content,,905,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,BIOL-101-B1 (College Transcript),General Biology,0,ILT Content,,1028,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
